1 73.1305 46.9179 11.751 25.9521 66.4424 74.0479 82.0804
2 77.7346 51.5165 12.1491 36.5839 57.0333 63.4161 67.5846
3 85.5105 59.2551 12.1575 43.7539 49.1078 56.2461 66.7953
4 86.4581 60.2221 12.2519 35.2731 52.459 64.7269 81.6314
5 79.1482 52.8784 11.8404 25.7276 54.2076 74.2495 86.7442
6 79.0737 52.8171 11.7345 26.4233 57.8799 73.5767 86.1056
7 82.5896 56.3253 12.0878 30.1145 59.87 69.8855 82.9269
8 81.122 54.8619 12.0539 30.3008 61.6573 69.6992 74.0024
9 86.6066 60.3409 12.3984 39.9194 52.7447 60.0806 69.6803
10 80.1664 53.903 11.9633 30.4052 59.8173 69.5948 82.778
11 77.7433 51.4778 11.7737 25.7328 63.2351 74.2672 86.68
12 77.961 51.6732 11.7834 25.8323 64.8317 74.1448 80.3629
13 79.1693 52.9082 11.7582 25.9648 59.2663 74.0352 84.5908
14 78.4925 52.206 11.7817 25.7945 60.5448 74.2055 85.9368
15 77.977 51.696 11.7771 26.3467 61.8753 73.6533 86.9896
16 79.1815 52.9093 11.8061 28.0979 57.9373 71.9021 83.9811
17 80.0603 53.788 13.6296 35.4128 58.117 64.5872 77.5555
18 83.2951 57.0213 12.4805 36.4903 56.722 63.5097 71.278
19 76.6006 50.306 12.2943 30.4052 63.0266 69.5948 70.7656
20 82.9495 56.6643 12.3084 32.5301 60.3262 67.4699 72.8345
21 79.9135 53.6347 11.7583 25.7735 63.7339 74.2035 81.4043
22 90.7601 64.5045 12.2784 35.5638 48.4516 64.4362 72.4762
23 83.3302 57.0651 12.2421 32.2279 56.7015 67.7721 79.4988
24 80.2886 54.0148 11.9307 30.2607 57.8907 69.7393 72.0051
25 74.7083 48.4353 11.9263 26.7265 66.4788 73.2735 70.5131
26 74.6582 48.4106 11.867 30.8194 61.4083 69.1806 70.9988
27 80.5864 54.3305 12.1841 41.7825 50.2597 58.1999 67.5437
28 78.5982 52.3351 11.7985 34.9068 56.7613 65.0932 71.17
29 90.6209 64.3421 12.5308 39.8571 50.1966 60.1429 75.6221
30 80.6458 54.3939 11.9952 31.0238 60.4241 68.9762 71.877
31 84.679 58.4122 12.2503 36.2373 56.7917 63.7627 68.9718
32 76.044 49.77 12.07 33.22 60.3533 66.78 71.3779
33 92.7923 66.5279 12.5736 47.077 41.8882 52.923 69.8557
34 76.3702 50.0879 11.7764 26.5161 66.4617 73.4839 74.6616
35 77.0805 50.7933 11.7408 26.7159 58.1233 73.2841 85.381
36 84.1218 57.858 12.0529 34.9266 56.2934 65.0734 71.1846
37 86.0269 59.7401 12.3364 33.882 58.9876 66.0975 73.6099
38 80.7407 54.482 11.8143 28.4172 61.5343 71.5828 71.208
39 71.9064 45.6054 12.0032 27.7487 65.7605 72.2513 72.2508
40 78.5322 52.2493 11.8115 32.2301 61.0216 67.7699 68.5835
41 77.0247 50.7412 11.7453 26.6975 66.2576 73.3025 74.7982
42 76.9945 50.7131 11.7764 25.7671 65.3503 74.2329 74.867
43 77.7494 51.4581 11.9522 30.8531 56.5326 69.1469 71.7287
44 77.6536 51.3766 11.8309 29.7088 61.8395 70.2694 75.6953
45 85.8563 59.5682 12.1022 36.6998 51.204 63.3002 73.3467
46 76.0355 49.7439 11.8852 28.916 56.1877 71.0628 72.8429
47 73.5486 47.2656 11.7593 29.9065 59.7183 70.0935 74.5719
48 80.3715 54.087 11.9523 39.1918 54.2256 60.8082 66.4927
49 91.1602 64.8566 12.5209 44.903 48.4236 55.08 65.5556
50 86.84 60.5417 12.3557 39.7341 53.2894 60.2659 66.285
51 85.2257 58.9384 12.624 39.2659 54.0427 60.7341 64.3459
52 78.8007 52.4672 11.8335 25.3027 57.7308 74.6973 79.3305
53 87.1165 60.7909 11.9436 34.0569 40.2191 65.923 80.4797
54 84.1076 57.7864 11.9852 28.1634 41.7046 71.8366 82.7507
55 81.2454 54.9093 11.8491 27.8367 50.3928 72.1633 81.8478
56 89.4876 63.1835 12.575 44.243 49.3983 55.7402 62.1862
57 86.4364 60.1372 12.8571 35.6635 57.4118 64.3365 70.89
58 79.2121 52.8962 12.2763 26.5234 66.3154 73.4766 76.5523
59 77.0077 50.7114 11.8053 25.0461 67.7996 74.9309 75.3987
60 78.0266 51.7167 11.7447 25.3345 67.3393 74.6655 75.6443
61 80.8606 54.554 12.3999 32.6941 60.5808 67.3059 68.9829
62 86.148 59.8424 12.3551 40.5916 50.4952 59.3902 68.7039
63 80.7185 54.3969 11.8549 31.1878 54.676 68.8122 80.9712
64 78.2927 51.9942 12.2829 36.2654 56.657 63.7346 62.7454
65 82.9605 56.6519 12.5113 35.9181 57.448 64.0819 66.6596
66 87.517 61.1981 12.2593 45.9944 48.0723 54.0056 60.9098
67 84.6098 58.2917 12.5019 31.5366 58.6483 68.4634 78.595
68 84.7398 58.4265 12.1105 36.7429 55.5478 63.2571 69.8639
69 83.9592 57.654 12.3251 34.0649 59.3449 65.9351 69.0127
70 79.6517 53.35 12.3982 33.3333 60.1324 66.6463 69.7218
71 83.7661 57.4625 12.1271 33.5088 59.8684 66.4912 72.1178
72 80.0338 53.7317 12.3622 33.1379 47.287 66.8621 81.3054
73 86.5994 60.2954 12.3865 39.8454 50.7863 60.1546 70.8392
74 78.0754 51.7697 12.3695 25.3027 61.7685 74.6973 85.7057
75 77.4575 51.1577 11.7378 25.4316 60.0836 74.5684 85.7268
76 78.4046 52.0952 11.937 33.745 58.5226 66.255 69.7517
77 88.7193 62.4203 12.565 42.5107 51.0932 57.4716 66.0984
78 82.9679 56.6639 12.2753 35.461 58.0959 64.539 70.0974
79 76.1608 49.8492 11.9192 40.9483 52.9682 59.0517 62.0291
80 83.3535 57.0484 12.191 48.4504 46.0609 51.5496 56.9362
81 86.4502 60.1485 12.4288 34.8499 56.9899 65.1501 69.7471
82 80.2561 53.9561 13.0379 31.9281 56.4127 68.0508 76.2064
83 84.3824 58.0752 12.8423 38.2682 54.8491 61.7318 68.8769
84 79.5092 53.21 12.1829 35.7651 56.9788 64.2349 67.1812
85 87.0624 60.7578 13.1536 39.3234 54.4684 60.6766 65.6214
86 89.247 62.9784 13.3331 39.6584 53.6827 60.3416 67.9718
87 81.9927 55.6846 13.046 33.9015 59.6165 66.0781 67.8692
88 82.8241 56.5043 13.1047 32.797 60.4295 67.203 72.6987
89 86.1034 59.8062 13.1687 35.5438 57.7528 64.4562 68.351
90 91.1366 64.8514 13.1861 39.5981 54.2864 60.4019 69.2913
91 76.7575 50.469 12.8505 28.1756 64.9564 71.8244 69.359
92 85.7911 59.4834 13.3536 41.3238 52.4861 58.6762 61.5568
93 79.1216 52.8221 13.0203 33.4784 59.7109 66.5216 63.5792
94 87.8655 61.5697 13.3065 48.6244 45.7426 51.3756 56.825
95 88.1327 61.8196 12.856 37.0898 56.2577 62.8907 66.5118
96 76.5995 50.3084 12.4762 36.6967 57.0937 63.3033 61.53
97 84.7285 58.4405 12.1349 43.2232 50.9226 56.7768 62.375
98 85.5669 59.2517 13.1085 36.0257 57.2145 63.9564 69.1869
99 86.2754 59.9901 13.1511 36.4564 56.9649 63.5436 68.0975
100 85.9603 59.649 13.1071 36.3692 56.1959 63.6111 70.2908
101 85.1914 58.8987 13.1016 37.0256 54.1589 62.9744 68.6871
102 85.2711 58.9743 13.0496 33.696 55.5539 66.304 79.4353
103 79.9293 53.6363 12.4694 35.4769 58.1046 64.5231 61.6668
104 95.0998 68.7893 12.8117 44.2349 49.2716 55.7651 67.8705
105 79.6725 53.3838 13.0237 31.2249 61.9516 68.7751 69.5309
106 88.8521 62.5504 13.357 46.5325 47.4746 53.4675 61.3685
107 89.0824 62.7766 13.2413 42.1362 51.3842 57.8638 65.6327
108 97.4002 71.1051 13.3944 44.8853 48.6998 55.1147 69.4067
109 79.9974 53.6898 12.9328 27.7761 65.4159 72.2016 73.5415
110 85.4303 59.1264 13.1988 41.309 52.667 58.691 61.3135
111 84.4245 58.1202 13.1317 36.7057 57.0219 63.2943 66.2812
112 79.2956 53.0073 13.161 37.7122 56.189 62.2692 60.8627
113 81.4025 55.1004 13.0352 37.8213 55.9295 62.1787 65.3008
114 76.7517 50.4507 12.7906 29.4891 63.8217 70.5109 69.6039
115 81.5586 55.2571 12.075 42.8264 51.3892 57.156 61.1626
116 83.8149 57.5139 13.0119 31.3567 61.9012 68.6433 73.1643
117 78.2544 51.9629 11.736 28.4873 60.6976 71.5127 79.7974
118 90.7956 64.4963 13.2355 43.454 49.29 56.546 66.0465
119 79.955 53.6576 13.0428 31.5626 61.6484 68.4374 66.82
120 84.0691 57.7664 12.5987 33.4572 59.8231 66.5428 71.0336
121 81.4345 55.135 12.0799 35.2322 56.2191 64.7678 66.6641
122 78.161 51.8598 12.2963 35.8071 58.2948 64.1929 59.8165
123 76.564 50.2614 11.6827 28.0875 65.4995 71.9125 75.1936
124 78.1372 51.8356 11.8331 31.3996 61.9811 68.5793 69.5095
125 82.0107 55.7188 11.9915 40.0062 53.0892 59.9938 60.3014
126 76.2983 49.9937 11.7958 34.5009 57.5335 65.4991 65.7371
127 73.9573 47.655 11.8174 31.2558 61.994 68.7442 67.2394
128 73.376 47.0762 11.8099 30.8928 62.0683 69.1072 69.6441
129 84.6265 58.3161 12.1864 40.8645 52.9632 59.1355 61.997
130 84.698 58.4075 12.1401 38.4521 55.5316 61.5479 62.3062
131 84.9218 58.6148 12.1219 36.9693 56.6335 63.0307 64.389
132 82.7654 56.4676 12.1681 46.1396 40.1474 53.8438 61.8176
133 90.6996 64.3937 13.1375 36.4848 51.299 63.5152 77.5917
134 80.2951 54.0071 12.3649 32.7485 55.5651 67.2515 68.7218
135 75.2381 48.9432 13.174 27.2418 64.2343 72.7582 79.9657
136 85.1378 58.8463 12.8495 41.0367 52.537 58.9633 64.6506
137 81.8986 55.5942 12.1738 36.834 56.8763 63.166 66.5823
138 82.254 55.9495 12.4365 38.4758 55.2779 61.5242 61.9616
139 80.6413 54.3414 11.8918 33.0164 60.5671 66.9643 71.0316
140 85.378 59.0934 13.0552 37.5963 56.1189 62.4037 64.6036
141 84.5636 58.2599 12.5981 33.7658 50.7939 66.2342 78.1575
142 88.3201 62.0212 12.6588 39.0402 53.8335 60.9598 66.9896
143 86.4734 60.1917 13.1577 41.1987 52.7855 58.7842 62.2194
144 77.7378 51.4349 13.0298 32.8349 60.5222 67.1651 68.1716
145 82.7135 56.4131 13.0798 36.3412 57.3492 63.6392 64.5716
146 89.975 63.6774 13.0948 43.1342 50.7379 56.8658 66.7034
147 84.3166 58.0178 13.0832 34.5988 57.5781 65.4012 71.8853
148 87.3603 61.0506 13.1944 36.6398 54.2673 63.3602 75.4973
149 78.6746 52.3592 12.9279 30.8147 62.4866 69.1853 67.9025
150 81.0177 54.7349 13.097 35.136 57.0483 64.864 86.562
151 92.7479 66.4006 12.7245 48.5913 42.8012 51.3931 63.5375
152 81.3963 55.1102 13.0508 31.9419 58.8112 68.0581 75.6761
153 75.8401 49.5396 12.6224 28.7392 64.2496 71.2608 70.2517
154 82.8085 56.5018 12.2014 38.0421 55.5729 61.9579 66.9821
155 80.4783 54.1716 11.8531 30.6667 58.7402 69.3333 79.6486
156 75.3088 49.0153 11.9114 25.5115 67.6284 74.4885 73.3786
157 82.4219 56.1308 12.1832 43.1713 51.0196 56.8287 62.032
158 82.4233 56.1131 12.6777 31.7803 61.5761 68.2197 70.0287
159 81.8102 55.5083 12.1989 36.3834 57.078 63.6166 62.1268
160 80.7599 54.4626 12.0825 30 59.2483 69.9783 94.3428
161 85.9011 59.6033 13.1125 33.6434 59.6568 66.3566 72.6442
162 85.4317 59.1215 13.1734 36.724 54.2206 63.276 74.4968
163 89.1232 62.8244 12.2178 41.8506 48.8513 58.1494 72.6651
164 73.4595 47.1643 12.1709 36.1532 57.7111 63.8279 62.4915
165 74.837 48.5354 11.9078 35.9585 57.4238 64.022 66.1254
166 90.8878 64.591 12.4376 45.7668 48.1575 54.2332 64.0887
167 81.3128 55.0029 12.9988 28.1463 64.5648 71.8314 77.1849
